-33.6304,-0.060731,-0.0254117
-33.6279,0.0324447,0.00985504
-33.6255,-0.0472064,0.0642826
-33.6231,-0.0424908,0.0648398
-33.6206,0.00908523,-0.017324
-33.6182,-0.0749387,0.0712505
-33.6157,0.0978792,-0.0502532
-33.6133,0.0413743,-0.14678
-33.6108,-0.0677559,0.060485
-33.6084,-0.0730723,-0.0454895
-33.6059,-0.144893,-0.0512724
-33.6035,0.19247,0.160103
-33.601,0.18996,-0.0480583
-33.5986,-0.0127209,0.105304
-33.5961,-0.0154811,0.0278794
-33.5937,-0.0402644,-0.149175
-33.5913,0.0395951,0.0327285
-33.5888,0.0566753,-0.0130511
-33.5864,0.0769482,-0.114794
-33.5839,0.10143,0.0628708
-33.5815,-0.0260148,-0.139627
-33.579,-0.0687278,-0.0208314
-33.5766,-0.0893352,0.0483512
-33.5741,-0.0596635,0.0142073
-33.5717,0.0300773,-0.109658
-33.5692,0.0757566,-0.0539301
-33.5668,0.024046,-0.0921222
-33.5643,-0.0806552,0.00825986
-33.5619,0.10446,-0.0122346
-33.5594,-0.0167326,0.0248763
-33.557,0.0366876,-0.0441159
-33.5546,0.0638483,0.116755
-33.5521,0.00203818,-0.0744724
-33.5497,-0.142449,0.107065
-33.5472,-0.000295218,0.0463123
-33.5448,0.0190027,0.0267423
-33.5423,-0.0171839,0.0922937
-33.5399,0.194272,-0.0186619
-33.5374,-0.0381037,-0.126118
-33.535,-0.0949269,-0.0446069
-33.5325,-0.0252,-0.0112576
-33.5301,-0.0397675,0.000817786
-33.5276,-0.0680622,0.0263939
-33.5252,0.0434007,-0.0409631
-33.5228,-0.0757585,0.108322
-33.5203,0.0616822,-0.0593108
-33.5179,-0.0379119,-0.0451727
-33.5154,-0.0448642,0.00082522
-33.513,0.0497597,-0.0777968
-33.5105,0.0892993,-0.0985527
-33.5081,0.0768771,0.0116754
-33.5056,0.0303553,-0.0030448
-33.5032,-0.0143688,-0.0483043
-33.5007,0.0335663,0.100384
-33.4983,-0.0953186,-0.0312618
-33.4958,0.0876144,-0.0751006
-33.4934,-0.125808,-0.0883638
-33.491,-0.0404033,-0.112679
-33.4885,-0.0619319,-0.0677465
-33.4861,0.081075,0.0245738
-33.4836,-0.0182816,0.061749
-33.4812,-0.0548992,0.0272459
-33.4787,0.0461172,-0.123739
-33.4763,-0.0376006,-0.0579115
-33.4738,0.0526169,-0.126578
-33.4714,-0.131732,0.0594514
-33.4689,-0.0354443,-0.00388541
-33.4665,0.0470417,0.0225786
-33.464,0.0118921,-0.0373248
-33.4616,0.00126414,0.0222916
-33.4592,-0.0526897,-0.0328997
-33.4567,0.042596,-0.103529
-33.4543,-0.0706804,-0.0547103
-33.4518,0.0503829,-0.025008
-33.4494,-0.0532077,0.104401
-33.4469,0.0915345,-0.0710692
-33.4445,0.0179702,-0.0540775
-33.442,-0.0456008,0.0864822
-33.4396,0.0461961,0.069221
-33.4371,0.0633504,-0.0450568
-33.4347,0.00866804,0.0530609
-33.4322,0.0646166,-0.0768192
-33.4298,0.136384,-0.00529669
-33.4274,0.029766,-0.0187346
-33.4249,0.113763,0.00279115
-33.4225,0.0426411,-0.0629542
-33.42,0.103483,0.00881497
-33.4176,0.0112411,0.00338138
-33.4151,0.104649,-0.0433258
-33.4127,-0.0779171,-0.0412497
-33.4102,0.111855,-0.156311
-33.4078,-0.0429004,-0.014621
-33.4053,0.186308,-0.00779833
-33.4029,-0.0855619,-0.00217774
-33.4004,0.0981858,0.0712153
-33.398,0.0319375,0.194418
-33.3955,0.13695,-0.0297193
-33.3931,0.090919,0.0540423
-33.3907,0.0399855,-0.0042522
-33.3882,-0.0462354,-0.0795561
-33.3858,-0.0717946,0.0119742
-33.3833,-0.00503649,0.109875
-33.3809,0.124681,-0.0320916
-33.3784,-0.000597943,-0.0588743
-33.376,-0.010692,-0.0720528
-33.3735,-0.116117,-0.0845138
-33.3711,-0.0288862,0.0766613
-33.3686,-0.0263611,0.0491037
-33.3662,-0.0240605,0.0973508
-33.3637,0.0984077,-0.17197
-33.3613,0.0112071,0.107953
-33.3589,0.00760867,-0.143356
-33.3564,-0.0188104,-0.0939379
-33.354,0.0816028,-0.0499021
-33.3515,-0.0769207,-0.00550778
-33.3491,0.0417241,0.0202948
-33.3466,0.032124,0.167818
-33.3442,-0.11241,0.026834
-33.3417,0.0728194,-0.0397704
-33.3393,-0.0690272,-0.0748318
-33.3368,0.0282119,0.145616
-33.3344,-0.0218572,0.0269189
-33.3319,-0.227353,-0.0124368
-33.3295,0.0543847,-0.081762
-33.327,0.0288372,-0.141945
-33.3246,0.00804104,0.150635
-33.3222,0.035657,0.0596299
-33.3197,-0.0735572,-0.0137403
-33.3173,-0.152383,-0.132047
-33.3148,0.209596,-0.0296315
-33.3124,0.11162,-0.0757116
-33.3099,-0.165511,0.0869981
-33.3075,0.0243567,0.0601202
-33.305,-0.0916607,-0.0174372
-33.3026,0.0478303,0.0568962
-33.3001,0.131393,0.0976679
-33.2977,-0.0347294,0.0792109
-33.2952,0.0226293,-0.185253
-33.2928,-0.0193474,0.0316983
-33.2904,0.033296,-0.0974494
-33.2879,-0.02021,-0.0248964
-33.2855,-0.00801047,0.00673082
-33.283,0.0391479,-0.0779384
-33.2806,-0.0052032,0.00726173
-33.2781,-0.00339246,0.0993273
-33.2757,-0.0799673,-0.198205
-33.2732,0.152815,-0.0127391
-33.2708,-0.00115331,0.0436291
-33.2683,0.132836,0.0502297
-33.2659,0.0645344,-0.0420769
-33.2635,0.0530255,0.0837981
-33.261,-0.0957928,0.0721397
-33.2586,-0.121625,0.0028972
-33.2561,-0.0418373,0.0365617
-33.2537,0.0100481,-0.0735702
-33.2512,0.10638,-0.0687864
-33.2488,-0.0241275,-0.114787
-33.2463,0.143463,-0.0335974
-33.2439,-0.0348978,-0.151736
-33.2414,0.00724374,-0.125527
-33.239,0.127226,-0.0318987
-33.2365,-0.0379222,0.017767
-33.2341,-0.202817,-0.010646
-33.2316,-0.0066456,-0.0359739
-33.2292,0.0150428,0.0202378
-33.2268,-0.0095083,-0.20436
-33.2243,-0.0579021,-0.0509488
-33.2219,-0.0868533,-0.0843616
-33.2194,0.0172484,-0.0389809
-33.217,-0.0299114,0.0148472
-33.2145,-0.0696946,-0.042758
-33.2121,-0.0842973,0.0975481
-33.2096,0.0482207,-0.0745967
-33.2072,-0.0289668,-0.038248
-33.2047,0.110538,-0.0313224
-33.2023,-0.0254233,-0.111449
-33.1998,-0.020668,-0.0128016
-33.1974,-0.0769153,0.00493644
-33.195,-0.119321,-0.043754
-33.1925,0.047269,0.0515238
-33.1901,0.0398993,0.0744263
-33.1876,-0.0510973,-0.0478196
-33.1852,0.0949941,-0.0815924
-33.1827,-0.0391925,0.0953359
-33.1803,0.0713785,-0.0268459
-33.1778,0.0250013,-0.0639094
-33.1754,0.122063,-0.0225135
-33.1729,0.0559731,0.00149673
-33.1705,-0.122901,0.0208723
-33.168,-0.00366845,-0.109288
-33.1656,-0.084324,-0.0554686
-33.1631,0.041015,-0.119263
-33.1607,0.00925252,-0.110047
-33.1583,0.0701165,0.130106
-33.1558,-0.0283803,-0.0412717
-33.1534,-0.142535,0.0427522
-33.1509,-0.0961609,0.144664
-33.1485,-0.118155,-0.058498
-33.146,0.112901,0.00244939
-33.1436,0.0225007,-0.14179
-33.1411,-0.0348987,-0.0113068
-33.1387,0.0406659,-0.0394417
-33.1362,0.0887854,0.0166919
-33.1338,-0.111693,-0.212667
-33.1313,-0.148731,0.00627612
-33.1289,0.00844702,-0.00583734
-33.1265,0.122246,-0.0733311
-33.124,-0.0239685,-0.162479
-33.1216,0.0199385,0.127749
-33.1191,-0.0599482,0.0206548
-33.1167,0.0180629,0.0686189
-33.1142,0.117898,-0.0110386
