-33.6305,-0.0302546,0.0594129
-33.628,-0.00267384,0.0666322
-33.6256,-0.00398284,0.0721308
-33.6231,-0.0448397,0.14078
-33.6207,-0.0744657,0.102473
-33.6182,-0.0359165,0.0905787
-33.6158,-0.0493479,0.136978
-33.6133,-0.0180662,-0.0817066
-33.6109,0.0050035,0.0604415
-33.6085,0.0998888,-0.0709051
-33.606,0.00221629,0.000154485
-33.6036,0.166811,-0.0387196
-33.6011,-0.0846397,0.0023188
-33.5987,-0.181661,-0.013205
-33.5962,-0.0840496,-0.0448398
-33.5938,0.0145433,0.0822876
-33.5913,0.0131229,0.0057483
-33.5889,0.100695,-0.0366552
-33.5864,-0.0870138,0.132406
-33.584,0.154287,0.0284904
-33.5815,-0.0770617,-0.0147058
-33.5791,0.0441384,0.136378
-33.5766,0.0275241,-0.0404464
-33.5742,-0.109859,0.0407096
-33.5718,0.0885029,-0.0856528
-33.5693,0.0388301,0.0564252
-33.5669,-0.0890406,-0.0262826
-33.5644,0.0751784,0.191744
-33.562,-0.0940687,0.000766814
-33.5595,-0.010089,-0.0392592
-33.5571,-0.0178561,0.124666
-33.5546,-0.0640899,0.0497374
-33.5522,-0.0790173,-0.0176005
-33.5497,-0.0314749,0.0659688
-33.5473,0.0914561,-0.0800124
-33.5448,0.0786807,-0.0103445
-33.5424,-0.209392,0.118571
-33.54,-0.0164988,0.243659
-33.5375,-0.0601745,-0.0467299
-33.5351,-0.0267872,0.05995
-33.5326,0.090181,-0.0761974
-33.5302,-0.0650373,0.104708
-33.5277,0.00592198,0.00358359
-33.5253,-0.00857978,0.0838606
-33.5228,0.033445,0.0012079
-33.5204,0.101092,0.0497319
-33.5179,-0.0194029,0.0210696
-33.5155,0.0773467,0.0791888
-33.513,-0.0518196,-0.0345281
-33.5106,0.0944135,0.00646818
-33.5081,-0.0908349,0.0463893
-33.5057,-0.0618439,-0.0326351
-33.5033,-0.0597294,0.154702
-33.5008,-0.0639766,-0.0626797
-33.4984,-0.0541741,0.0184369
-33.4959,-0.0881722,0.0652704
-33.4935,0.0509411,0.0267307
-33.491,0.00184306,-0.159827
-33.4886,-0.079805,0.0837256
-33.4861,0.00486873,-0.0257858
-33.4837,-0.028396,-0.0219689
-33.4812,0.0397818,0.0607495
-33.4788,0.0334506,0.00368303
-33.4763,-0.0121149,0.064636
-33.4739,0.112588,0.0667854
-33.4715,0.0157265,-0.0673923
-33.469,0.123533,0.0105165
-33.4666,-0.0958202,0.100379
-33.4641,-0.0667524,0.0939588
